album_name	artist_name	release_year	genre	release_type	cover_art_url	spotify_url	mbid	country	release_length	tracks_mb	spotify_id
Lunaris	To Pluto	2022.0		album	https://i.scdn.co/image/ab67616d0000b2738884f0e19fbd0e93323a751e	https://open.spotify.com/album/2uBcphEXI6wn6rF4yR55lr	616b50ef-5d50-4b02-89e2-33c0fd3da10a	XW	10.807666666666666	4.0	2uBcphEXI6wn6rF4yR55lr
Lunatic	KONGOS	2014.0	Alternative Rock, Indie Pop, Kwaito	album	https://i.scdn.co/image/ab67616d0000b27367ff87e2839c5c93bb6e6a6a	https://open.spotify.com/album/71C65HI7THrlkpHHa24YJX	24b3c1e9-e8a5-4a86-aa96-fd50679b6fc5	XW	51.0	12.0	71C65HI7THrlkpHHa24YJX
Lungs	Florence + the Machine	2009.0	Art Pop, Indie Pop, Chamber Pop, Alternative Rock, Pop Soul, Big Music	Album	https://i.scdn.co/image/ab67616d0000b273003f81b1f4246362638e682d	https://open.spotify.com/album/1rLLyY5p6HXNl2lKzINWp5	11572329-7330-36eb-bcfb-787987c783be	US	46.25391666666667	13.0	1rLLyY5p6HXNl2lKzINWp5
Lush Life	Orion	2020.0		single	https://i.scdn.co/image/ab67616d0000b273d7bdb578f4193aaa18118353	https://open.spotify.com/album/3jQxyZ6WodXu6RyFp9KDBT	bb281b9c-22e5-44f5-afd4-06034ec8ae4c	XW	23.7127	6.0	3jQxyZ6WodXu6RyFp9KDBT
Luxury Problem	Lunachicks	1999.0	Punk Rock, Riot Grrrl, Punk Rock, Heavy Metal	album	https://i.scdn.co/image/ab67616d0000b27373e1a10e8744845c37fe0952	https://open.spotify.com/album/5QZhFMU4gDHawZeZFCjKXr	51f0aba1-5cc3-4274-ae27-ea5e5e4aa1ee	US	42.0	15.0	5QZhFMU4gDHawZeZFCjKXr
Lybica	Lybica	2022.0	Post-Metal, Post-Rock	album	https://i.scdn.co/image/ab67616d0000b27392032ac652813d9753573555	https://open.spotify.com/album/7GGzrKBlbrgfLij5NIqusg	a94fbff8-2598-4084-a89f-9fb09b254731	XW	41.82615	9.0	7GGzrKBlbrgfLij5NIqusg
Lykaia	Soen	2017.0	Progressive Metal, Progressive Rock, Alternative Metal	album	https://i.scdn.co/image/ab67616d0000b2738970bd92e6eed79b2e0573ed	https://open.spotify.com/album/4rb4qHm3sKPFj4Fls1UR0j	c0920156-3a32-4c30-aaf4-38c11ec63866	IT	49.0	8.0	4rb4qHm3sKPFj4Fls1UR0j
Lykaia Revisited	Soen	2017.0	Progressive Metal, Progressive Rock, Alternative Metal	album	https://i.scdn.co/image/ab67616d0000b2739e7f06a4e3100a62bf6ae977	https://open.spotify.com/album/69D9z3eo0jaaGtCzgquroE	99d29bbb-670f-43b3-9394-36ee264b79a2	XW	86.1	13.0	69D9z3eo0jaaGtCzgquroE
MCID	Highly Suspect	2019.0	Alternative Rock, Electropop, Pop Rock, Pop Rap, Trap	album	https://i.scdn.co/image/ab67616d0000b273162c318de3706730be75a201	https://open.spotify.com/album/16ah4zHJlxx3wjRFg3nkSl	3a2cd002-1c67-48c5-a40a-23c6adf43fc4	XW	58.0	16.0	16ah4zHJlxx3wjRFg3nkSl
MMXX	Sons of Apollo	2020.0	Progressive Metal, Hard Rock	album	https://i.scdn.co/image/ab67616d0000b2735cd1eb55a70aa267ece2c4d3	https://open.spotify.com/album/7Fjm76WFhPzLF2Dd103Dvz	0ca05dd3-7688-4ded-90b8-31fae6b11b0b	US	58.0	8.0	7Fjm76WFhPzLF2Dd103Dvz
MTV Unplugged in New York	Nirvana	1994.0	Acoustic Rock, Alternative Rock, Grunge, Folk Rock	album	https://i.scdn.co/image/ab67616d0000b27336c5417732e53e23cb219246	https://open.spotify.com/album/1To7kv722A8SpZF789MZy7	7cfebb2d-c2d8-4155-b77b-ebe7247cf87d	XW	76.56825	19.0	1To7kv722A8SpZF789MZy7
Mabool - The Story Of The Three Sons Of Seven	Orphaned Land	2004.0	Progressive Metal, Folk Metal, Israeli Folk Music, Symphonic Metal, Death Metal, Oriental Jewish Music	album	https://i.scdn.co/image/ab67616d0000b2738e54e8c33a8cf80efc97d678	https://open.spotify.com/album/2U4CIMD0Mm2uBHayGebNuv	8e36404e-c830-4d99-9c35-2401e85f028b	XE	105.0	21.0	2U4CIMD0Mm2uBHayGebNuv
Machinations	Hark	2017.0	Sludge Metal, Stoner Metal, Progressive Metal	Album	https://i.scdn.co/image/ab67616d0000b273a61ca09e145062648f9d602d	https://open.spotify.com/album/1tCF9PHd2fzb962CsDVIFv	c5686c81-a102-49ad-9c72-557c9dd98dcf	XW	46.0	9.0	1tCF9PHd2fzb962CsDVIFv
Machine Head	Deep Purple	1972.0	Hard Rock, Blues Rock, Heavy Metal	Album	https://i.scdn.co/image/ab67616d0000b273a729c9c3dec04b99d889c66f	https://open.spotify.com/album/32NQ56VZDTXSH3SMv4XSGN	30c7ba22-89e9-4323-b184-500cff64141d	AU	41.0	7.0	32NQ56VZDTXSH3SMv4XSGN
Machine Made The Animal	Jericco	2015.0		album	https://i.scdn.co/image/ab67616d0000b273875d9986f8a44e732c106b0e	https://open.spotify.com/album/17N5qJksRK4BPljnDZYXpz	6002eb0c-f302-4c3b-9ce9-65b8c4181b6e	AU	40.0	12.0	17N5qJksRK4BPljnDZYXpz
Mad Season	Matchbox Twenty	2000.0	Pop Rock, Alternative Rock, Post-Grunge, Alternative Rock	album	https://i.scdn.co/image/ab67616d0000b2733813e6d5d97334659fb1daed	https://open.spotify.com/album/2HqQR5SkxWX7uUWaxlLksn	2dded8ac-7612-4c3a-814a-a5c05d913fe5	US	60.0	13.0	2HqQR5SkxWX7uUWaxlLksn
Made In Heaven	Queen	1995.0	Pop Rock, Hard Rock, Ambient	album	https://i.scdn.co/image/ab67616d0000b2735f8c271d01157fdb59478f14	https://open.spotify.com/album/391ScNR3xKywWSpfDwP3n0	c02aa91f-c6ad-480d-8140-c247f864fe63	US	93.56666666666666	19.0	391ScNR3xKywWSpfDwP3n0
Made of Breath only	Sleepmakeswaves	2017.0	Post-Rock, Progressive Metal, Post-Metal	album	https://i.scdn.co/image/ab67616d0000b2730062c4ee331e7b58b1a90c56	https://open.spotify.com/album/37cojUkcMKvvHjK5rEe6lj	ec8d1414-de41-4ab2-ac6a-a34e76cd3f7b	DE	58.0	10.0	37cojUkcMKvvHjK5rEe6lj
Made of Light	HAAST	2021.0	Doom Metal, Stoner Metal, Psychedelic Rock	Album	https://i.scdn.co/image/ab67616d0000b273ede5439c26b2d05f7ef161b6	https://open.spotify.com/album/46vJ6tJ6to8fGuEL9Y0XwE	bbdebbb1-bbce-4eb8-a219-07c1adad6198	XW	63.93333333333333	6.0	46vJ6tJ6to8fGuEL9Y0XwE
Madman Across the Water	Elton John	1971.0	Piano Rock, Pop Rock, Baroque Pop, Progressive Pop, Singer-Songwriter	album	https://i.scdn.co/image/ab67616d0000b273d03ab2da904d8251a87bbc31	https://open.spotify.com/album/2OZbaW9tgO62ndm375lFZr	73d46576-0266-484f-8ff3-d4845617594a	US	45.0	9.0	2OZbaW9tgO62ndm375lFZr
Madness	All That Remains	2017.0	Melodic Metalcore, Alternative Metal, Post-Grunge, Alternative Metal, Melodic Metalcore	Album	https://i.scdn.co/image/ab67616d0000b2731d7560b0426cd7d7e26c2bcc	https://open.spotify.com/album/2Jf9p35vqs8jEReDRJsEDE	ebd9565b-4bb7-4021-ad3e-f372c9c683f7	XE	50.0	13.0	2Jf9p35vqs8jEReDRJsEDE
Maelstrom	Kartoum	2021.0	Sludge Metal, Progressive Metal, Doom Metal	album	https://i.scdn.co/image/ab67616d0000b2736a0bbd20cbc7145459452e1d	https://open.spotify.com/album/5WhgVcNycebhCT56sglCs7	c9b9807f-2f8e-405d-afe4-f93dfea2a29c	US	44.11666666666667	8.0	5WhgVcNycebhCT56sglCs7
Maestro	Winterhorde	2016.0	Melodic Black Metal, Progressive Metal, Symphonic Black Metal	album	https://i.scdn.co/image/ab67616d0000b27343d8859fc4503e17b9e5ea83	https://open.spotify.com/album/7jULUP4Ke9nVI6jTOo9ejj	aa603ec1-274a-4c9b-ba8c-30662cc18c99	XW	65.0	11.0	7jULUP4Ke9nVI6jTOo9ejj
Maggot	Dazey and the Scouts	2017.0	Queercore, Surf Punk, Indie Rock, Pop Punk, Riot Grrrl, Indie Surf	Album	https://i.scdn.co/image/ab67616d0000b2739e1790f86057bfeb2ab5d5bf	https://open.spotify.com/album/1qyq3sPzif79oiw9nPN99S	9a76a13e-fe4b-4a7c-b43e-45754d5ab538	XW	25.0	7.0	1qyq3sPzif79oiw9nPN99S
Magic Cookie EP	Chris Korda		Electro House, Tech House	Album	https://lastfm.freetls.fastly.net/i/u/300x300/8a893b5d3bb0fdc87bc01cf2a49b0087.jpg		b314051c-9b8a-44d1-9a01-ec1c2f517489	DE	59.11666666666667	10.0	
Magister Koala	sadsackjoe	2022.0	Slacker Rock, Indie Folk, Ambient	single	https://i.scdn.co/image/ab67616d0000b273c3dff0b4a51a88fa8654e4b6	https://open.spotify.com/album/5DUoyioUyqXfIkBOTeC3Xt			5.0		5DUoyioUyqXfIkBOTeC3Xt
Magma	Gojira	2016.0	Progressive Metal, Groove Metal, Sludge Metal	Album	https://i.scdn.co/image/ab67616d0000b273422c622517ea0bd7eda33e08	https://open.spotify.com/album/7D7V6M05UIOTjLdqbwRX0w	ea5ddaae-c662-4606-aeb6-2bdea0c22ec2	XE	43.0	10.0	7D7V6M05UIOTjLdqbwRX0w
Magnetic	Goo Goo Dolls	2013.0	Pop Rock	Album	https://i.scdn.co/image/ab67616d0000b273bb251e2ac9f0a2ee4de0d6cc	https://open.spotify.com/album/2pYRp07Kxh0sFzKahkaMZl	4212e02b-8d20-4e19-b37f-8abe3aba30f8	JP	48.0	13.0	2pYRp07Kxh0sFzKahkaMZl
Magnified as Giants	Caligonaut	2021.0	Symphonic Prog, Progressive Rock	Album	https://i.scdn.co/image/ab67616d0000b2731a09134876a26d0d2fb80438	https://open.spotify.com/album/0zvE5YnlE1Szs1ucKKCbez	dc81faf2-8bfc-4938-a2af-797469e930c5	XW	50.0	4.0	0zvE5YnlE1Szs1ucKKCbez
Magnolia	The Pineapple Thief	2014.0	Alternative Rock, Progressive Rock	album	https://i.scdn.co/image/ab67616d0000b27330399cb29f2fc7d199f4b1d7	https://open.spotify.com/album/6pSWexhMDHnNAyobrIBjDn	bc759e82-1719-4afe-ab3a-9e61cbb6cf8d	DE	46.0	12.0	6pSWexhMDHnNAyobrIBjDn
Magus	Thou	2018.0	Doom Metal, Sludge Metal, Atmospheric Sludge Metal, Drone Metal	album	https://i.scdn.co/image/ab67616d0000b2731f5713c7739bed37192cd071	https://open.spotify.com/album/1SGPW1Rxdi33IkHi7mlwZV	b4852322-1755-44cd-b79d-312fd3dba7de	XW	75.0	11.0	1SGPW1Rxdi33IkHi7mlwZV
Major / Minor	Thrice	2011.0	Alternative Rock, Post-Hardcore	album	https://i.scdn.co/image/ab67616d0000b273ec72ed19f3c24acda8048ad0	https://open.spotify.com/album/0xQYyIZThYYrCWcVqRNybH	8b9c658c-0e8c-47fd-82ad-722f70c627e3	XW	49.29615	12.0	0xQYyIZThYYrCWcVqRNybH
Major/Minor	Thrice	2011.0	Alternative Rock, Post-Hardcore	album	https://i.scdn.co/image/ab67616d0000b273ec72ed19f3c24acda8048ad0	https://open.spotify.com/album/0xQYyIZThYYrCWcVqRNybH	c04e15b4-7890-4945-a748-3bac338c1777	CA	49.0	11.0	0xQYyIZThYYrCWcVqRNybH
Make Yourself	Incubus	1999.0	Alternative Rock, Alternative Metal, Nu Metal, Funk Rock	album	https://i.scdn.co/image/ab67616d0000b27374fad40214d982351347e46e	https://open.spotify.com/album/2i6nd4FV6y7K9fln6eelmR	34049cdf-7ce4-4a39-935a-35247a296834	US	48.20085	13.0	2i6nd4FV6y7K9fln6eelmR
Make Yr Life	The Butchies	2004.0	Power Pop, Alternative Rock, Queercore	album	https://i.scdn.co/image/ab67616d0000b2731c2b1ab4f2f9231c6f03883b	https://open.spotify.com/album/1cToLlfIfMju4zS9TXS0RZ	2aaafbc2-67e0-4149-930f-76a23c5d4d8d	US	30.0	11.0	1cToLlfIfMju4zS9TXS0RZ
Making Beds in a Burning House	Destroying Angel		Psychedelic Folk, Post-Punk	Album		https://open.spotify.com/album/0XtAhb7Lf3v3owpetepai2	91874bc3-4cd7-482f-a732-5941d21440aa	US	45.0	13.0	0XtAhb7Lf3v3owpetepai2
Making Mirrors	Gotye	2011.0	Art Pop, Alt-Pop, Indie Pop, Indietronica	Album	https://i.scdn.co/image/ab67616d0000b2738ac5768205ad97df3f4f4c0e	https://open.spotify.com/album/4G2rJNhsKOE6iHgtUqZ0Ye	54998d7e-369a-4c37-9b70-15b4220de84a	AU	42.42726666666667	12.0	4G2rJNhsKOE6iHgtUqZ0Ye
Making Shore	Damanek	2023.0	Progressive Rock	album	https://i.scdn.co/image/ab67616d0000b2737eae6a0c32b8989df3813130	https://open.spotify.com/album/4NJm4OrCF56C7y9A0pefif	1d71b568-1c83-4712-a3f6-78c4b7f1e8ab	XW	71.0	12.0	4NJm4OrCF56C7y9A0pefif
Makyo	Birushanah	2017.0		Album	https://i.scdn.co/image/ab67616d0000b2731082773bb26e89708196552f	https://open.spotify.com/album/6FW1to0IhVg0msKx7JubxH	5aa451d3-4594-4059-9c1e-b528844b2845	JP	51.13333333333333	5.0	6FW1to0IhVg0msKx7JubxH
Maledictus	Seventh Storm	2022.0	Power Metal, Progressive Metal, Melodic Death Metal, Gothic Metal	album	https://i.scdn.co/image/ab67616d0000b2730d9ffcb0fc24ced52f186286	https://open.spotify.com/album/3KRp7hufcyVvOsALUctH6H	6064a2b5-dc3d-44bb-b59f-2bd758cb0374	CA	73.12838333333333	12.0	3KRp7hufcyVvOsALUctH6H
Malibu	Anderson .Paak		Neo-Soul, Psychedelic Soul, West Coast Hip Hop, Funk	Album	https://lastfm.freetls.fastly.net/i/u/300x300/2305f7d52ac2d59918e11b48487584f6.jpg	https://open.spotify.com/album/4VFG1DOuTeDMBjBLZT7hCK	b0a1c506-66c8-4f16-b1c9-745ba5d53194	US	61.0	16.0	4VFG1DOuTeDMBjBLZT7hCK
Malice in Wonderland	Paice Ashton Lord	2019.0	Hard Rock, Blues Rock, Funk Rock, Soul, Jazz	album	https://i.scdn.co/image/ab67616d0000b273dd2ae0871e02eb9d0f6822e6	https://open.spotify.com/album/3F2uMgVXxZ1ZRFuedWxWbp	f363a990-39b9-4d28-a2c7-ee0c53fc779f	DE	78.9677	17.0	3F2uMgVXxZ1ZRFuedWxWbp
Malina	Leprous	2017.0	Progressive Rock, Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b2738fd7578cb75dd30b4fdde9df	https://open.spotify.com/album/0DvboP39IwpnJU9QrKIpDW	2e16ef82-e591-4247-80df-9df0a1437591	XW	62.0	12.0	0DvboP39IwpnJU9QrKIpDW
Man Alive!	King Krule	2020.0	Art Rock, Post-Punk, Neo-Psychedelia, Experimental Rock, Jazz-Rock, Ambient Pop, Neo-Psychedelia	album	https://i.scdn.co/image/ab67616d0000b273593bbc205904a2db38bff7da	https://open.spotify.com/album/5NQNPI9CjqubBrqaODT9by	077f534f-3a94-4174-beeb-f4d5b10e2c56	GB	41.0	14.0	5NQNPI9CjqubBrqaODT9by
Man on the Moon: The End of Day	Kid Cudi	2009.0	Pop Rap, Synthpop, Art Pop, Emo Rap, Neo-Psychedelia, Conscious Hip Hop, Experimental Hip Hop	album	https://i.scdn.co/image/ab67616d0000b273713f297a7bdc1d48971062b2	https://open.spotify.com/album/6oPPKtAwNNlkW4wwHfQDfM	1b32899c-0819-41bb-9b20-88db63c7cfee	CA	68.0	18.0	6oPPKtAwNNlkW4wwHfQDfM
Mandala	Rx Bandits	2009.0	Progressive Rock, Alternative Rock, Ska Punk, Post-Hardcore, Swancore	album	https://i.scdn.co/image/ab67616d0000b273f74af549f71379858a50c970	https://open.spotify.com/album/5vsaENXhbD1JeSaztg78YV	635101b2-65e0-402a-a80f-1723b4d665af	US	52.0	11.0	5vsaENXhbD1JeSaztg78YV
Mandala of Fear	Huntsmen	2020.0	Post-Metal, Atmospheric Sludge Metal	Album	https://i.scdn.co/image/ab67616d0000b273e35c7d0684af7235dc3ecfd5	https://open.spotify.com/album/6h1mELyn2kn5w2kk3PAIQ8	e705e21e-2f1d-43e8-a039-10353458d6f4	XW	78.35241666666667	13.0	6h1mELyn2kn5w2kk3PAIQ8
Mania Days	Paper Idol	2021.0		single	https://i.scdn.co/image/ab67616d0000b2739681a2da1bc35bdd9f267873	https://open.spotify.com/album/4kbHNgJaPpqTHMfKmZkNyQ	a43df9c0-0082-4e40-8259-5351901707ae		4.233333333333333	1.0	4kbHNgJaPpqTHMfKmZkNyQ
Manifest Content	Strange Dream	2022.0	Symphonic Metal	album	https://i.scdn.co/image/ab67616d0000b2737984a69408d99664b3993144	https://open.spotify.com/album/5qAaiVexBQja1DgdjwPUZd			74.0		5qAaiVexBQja1DgdjwPUZd
Mannequins	Hail Spirit Noir	2021.0	Synthwave, Darksynth	Album	https://i.scdn.co/image/ab67616d0000b27322016b3d5ebfe442cbbeda93	https://open.spotify.com/album/7kBCKBktDViYO21J0KVfiE	59e63fc2-d487-4195-9cc9-0845200d3ba1	XW	42.0	13.0	7kBCKBktDViYO21J0KVfiE
Mantra	Fox Vibes	2017.0	Math Rock, Progressive Metal	single	https://i.scdn.co/image/ab67616d0000b273e4f12583d2bed3f8c3c2811e	https://open.spotify.com/album/6VdzvEJOk3UhNG3oO5FZBW	b87ab027-4493-4912-977e-d33fbc1081d7	ID	33.0	9.0	6VdzvEJOk3UhNG3oO5FZBW
Maps	Message To Bears	2013.0	Ambient Pop, Folktronica, Folktronica	album	https://i.scdn.co/image/ab67616d0000b27342d825635f6beca1a9cccd43	https://open.spotify.com/album/13fSrslfho3Hi0ZGzEdYoI	11e7a9c8-ee8e-4b8d-9378-3700798ad0b9	GB	36.0	9.0	13fSrslfho3Hi0ZGzEdYoI
Maps of Non-Existent Places	Thank You Scientist	2014.0	Progressive Rock, Swancore, Jazz-Rock, Jazz Fusion, Math Rock, Funk Rock, Progressive Metal, Post-Hardcore, Pop Rock	album	https://i.scdn.co/image/ab67616d0000b273ed07113a67d8b15e82a6a9ce	https://open.spotify.com/album/08V04ch6hJHGLKKAi7QD1r	85bd06d6-d540-4e69-8eda-544be74143cc	US	58.0	10.0	08V04ch6hJHGLKKAi7QD1r
Marching Through The Borderlines	Crib45		Atmospheric Sludge Metal, Post-Rock	EP	https://lastfm.freetls.fastly.net/i/u/300x300/6ebdc3545d004780c7ac63d8c4271c4c.jpg		ba533910-2cbc-4a26-952f-57ad745d1a88	XW	32.016666666666666	5.0	
Marching Through the Borderlines	Crib 45	2014.0	Atmospheric Sludge Metal, Post-Rock	album	https://i.scdn.co/image/ab67616d0000b2738bc099ec0b1672a27b86a527	https://open.spotify.com/album/3jXVzerXf6DEgxExRkXMUS			75.0		3jXVzerXf6DEgxExRkXMUS
Marching in Time	Tremonti	2021.0	Alternative Metal, Hard Rock, Thrash Metal	album	https://i.scdn.co/image/ab67616d0000b273637e89ff78dd788f32817c24	https://open.spotify.com/album/0kxRp8FlcQ0Sx2edzWzEGe	2b9686fa-204c-4df8-8dd0-9ab538b8a2a9	XW	11.0	2.0	0kxRp8FlcQ0Sx2edzWzEGe
Mardraum	Enslaved	2000.0	Black Metal, Progressive Metal, Viking Metal	album	https://i.scdn.co/image/ab67616d0000b273183809d631e345a001763263	https://open.spotify.com/album/3yybpj4kjYUA7EQ2IpvLM1	ca405e17-4a16-4577-8122-117ba10d5a77	FR	58.0	11.0	3yybpj4kjYUA7EQ2IpvLM1
Mariner	Cult of Luna, Julie Christmas		Atmospheric Sludge Metal	Album	https://lastfm.freetls.fastly.net/i/u/300x300/71b46e190e8c46644a3c0eff001d28d7.jpg		d30594d6-9250-4e18-b87a-33e444cfceea	JP	66.0	6.0	
Mariner	Cult of Luna		Atmospheric Sludge Metal	Album	https://lastfm.freetls.fastly.net/i/u/300x300/c8098b388c03b86b04bb6aa8fa3f27f0.jpg		d30594d6-9250-4e18-b87a-33e444cfceea	JP	66.28333333333333	6.0	
Marked For Death	Emma Ruth Rundle	2016.0	Singer-Songwriter, Dream Pop, Contemporary Folk, Ethereal Wave, Shoegaze, Slowcore	Album	https://i.scdn.co/image/ab67616d0000b27343b55b149e59215c16e65fec	https://open.spotify.com/album/6e5Hr71kvlsrTaNoiuqWu4	28cc2c2e-34bf-42eb-a03e-60ff7ce2ed50	XW	38.0	8.0	6e5Hr71kvlsrTaNoiuqWu4
Maroon	Barenaked Ladies	2000.0	Alternative Rock, Pop Rock	Single	https://i.scdn.co/image/ab67616d0000b273c2306359e023afa8b2030708	https://open.spotify.com/album/5LXL7uNAFSmVpdGk4xW2Mc	97ab4bab-19c2-4a2d-918b-2ed3eabb3807	CA	52.0	12.0	5LXL7uNAFSmVpdGk4xW2Mc
Marquee Moon	Television	1977.0	Art Punk, Art Rock, Post-Punk	album	https://i.scdn.co/image/ab67616d0000b27318b36d985b0ae01163ca9cf6	https://open.spotify.com/album/630o1rKTDsLeIPreOY1jqP	e4684fca-8c12-3533-81af-852158b5a635	JP	45.0	8.0	630o1rKTDsLeIPreOY1jqP
Marriages on Audiotree Live	Marriages	2015.0		single	https://i.scdn.co/image/ab67616d0000b2739d03134122c704143da2cb9a	https://open.spotify.com/album/2RuuzdcJxBUHYc87iKVehk	318c27b7-89f8-4257-925c-8a8d778ad9c9	JP	48.2179	10.0	2RuuzdcJxBUHYc87iKVehk
Marrow	Madder Mortem	2018.0	Progressive Metal, Progressive Rock, Avant-Garde Metal, Sludge Metal	album	https://i.scdn.co/image/ab67616d0000b273ddbb42b5bbeb732af051c51c	https://open.spotify.com/album/7nNraLA8EspBY7feHPi47Y	3ebf8f60-58da-4a59-bf7c-dadae70ad92f	XW	53.0	11.0	7nNraLA8EspBY7feHPi47Y
Mask of All Misery	Meshiaak	2019.0	Groove Metal	album	https://i.scdn.co/image/ab67616d0000b2735c034a211ea9b2c0d6a897e0	https://open.spotify.com/album/4oPwtiDw1Xb4g1E7P0W4o6	2805aec9-31c8-4fde-bac0-7e88226e9d50	XW	51.0	10.0	4oPwtiDw1Xb4g1E7P0W4o6
Master Blaster Hole	Sandwash	2010.0		album	https://i.scdn.co/image/ab67616d0000b2737e619db1bf5e1773bf5367c0	https://open.spotify.com/album/4F6GuKfbY9PbkkXimA9pzh	8530b582-5eb2-4793-8239-a134145bbdbb	AE	19.531316666666665	5.0	4F6GuKfbY9PbkkXimA9pzh
Master Of Classical Music	Antonio Vivaldi	2022.0		Album	https://i.scdn.co/image/ab67616d0000b2739b9f7260c4af0d0fceb9ac24	https://open.spotify.com/album/6ORBJSY8AW5xDYnbUK60gv	8f2ec5ea-5b30-4043-be25-356dba06fdad		41.57065	12.0	6ORBJSY8AW5xDYnbUK60gv
Master Of Classical Music (Vol. 10)	Giuseppe Verdi	2022.0	Romanticism, Opera	Album	https://i.scdn.co/image/ab67616d0000b2731f89d691062bf73965ade1ff	https://open.spotify.com/album/0yzqkC0PKryE6uiIoksKyJ	b070b4a1-3b93-4e11-aa59-9f1fe78d1c37	AT	65.56663333333333	11.0	0yzqkC0PKryE6uiIoksKyJ
Master Of Puppets	Metallica	1986.0	Thrash Metal, Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b273668e3aca3167e6e569a9aa20	https://open.spotify.com/album/2Lq2qX3hYhiuPckC8Flj21	74b76679-bb33-4fe7-9662-13f7e95da457	GB	203.0	33.0	2Lq2qX3hYhiuPckC8Flj21
Master of Disgust...	Gonemage	2022.0	Death Metal, Chiptune, War Metal, Black Metal	single	https://i.scdn.co/image/ab67616d0000b273ebeebd964d1c9fe37e49830b	https://open.spotify.com/album/6woxsOvqdfs1Ax4jbDLyIs	f9955c72-6ef6-4637-a374-f31db4340bd7	XW	19.0	5.0	6woxsOvqdfs1Ax4jbDLyIs
Masters Of Classical Music (Vol. 4)	Strauss	2022.0		compilation	https://i.scdn.co/image/ab67616d0000b273ec7160223393fb2ccfb46855	https://open.spotify.com/album/7rVBuAa731EqxmfwKxzbG1	61ee815e-ee0c-4dfe-9d4e-d2de4e835845	US	60.668216666666666	8.0	7rVBuAa731EqxmfwKxzbG1
Masters Of Classical Music (Vol. 6)	Pyotr Ilyich Tchaikovsky		Western Classical Music	Album	https://lastfm.freetls.fastly.net/i/u/300x300/6088410c2f487aaa84f120a2be2af408.jpg		0186b189-212b-4262-968b-99833f4cfdcd	US	79.0	12.0	
Masters Of Classical Music (Vol. 9)	Franz Schubert		Film Score, Celtic Folk Music, Cinematic Classical	Album	https://lastfm.freetls.fastly.net/i/u/300x300/008dad159eff4c4ab08deee2d767c246.jpg		ff802dbc-8161-4ea9-889a-12a5e8a52a4f	US	63.3251	10.0	
Materialize	The Supposed	2022.0		album	https://i.scdn.co/image/ab67616d0000b2737fc0980c6338155c81d5677f	https://open.spotify.com/album/5zDOGhyUZAf4o9kmwHp6Mb	2e523d0b-1d0b-48f9-9af1-935b86a00c32	XW	52.66666666666666	10.0	5zDOGhyUZAf4o9kmwHp6Mb
Maternity Beat	Hedvig Mollestad	2022.0	Jazz Fusion, Jazz-Rock, Experimental Big Band, Experimental Rock	album	https://i.scdn.co/image/ab67616d0000b273e7b8bd9cbade097cad921223	https://open.spotify.com/album/12F7rzZqwHJN5Raxcl14HW	3e2631e4-14c3-4e9e-a430-4d0b2295c51f	NO	63.0	9.0	12F7rzZqwHJN5Raxcl14HW
Mathreyata	Dark Buddha Rising	2020.0	Atmospheric Sludge Metal, Doom Metal, Drone Metal, Stoner Metal	Album	https://i.scdn.co/image/ab67616d0000b27341116e2b5236bf42607c45e5	https://open.spotify.com/album/3tDMZd5gWciM8uvwxtVif8	c9b2afb5-0f79-44b0-8ba8-71c8d0666ccf	FI	43.72566666666667	4.0	3tDMZd5gWciM8uvwxtVif8
Matter Earth	Sikasa	2022.0	Progressive Metal, Post-Metal, Death Metal, Jazz Fusion	album	https://i.scdn.co/image/ab67616d0000b273d02c5458c5e06fa992c6267b	https://open.spotify.com/album/5W3GLcMubmxx2orxzhZE1b	8e258382-23d8-47af-ab7a-6a4bcfddb372	XW	42.75	6.0	5W3GLcMubmxx2orxzhZE1b
May Our Chambers Be Full	Emma Ruth Rundle, Thou	2020.0	Atmospheric Sludge Metal, Post-Metal, Doom Metal, Post-Rock	album	https://i.scdn.co/image/ab67616d0000b2739104ed235fc73cf014c66771	https://open.spotify.com/album/383HIXuM9TBUq1aVVFVyoc	6f785c27-c4c0-4d9c-a1b2-28c48569cc6d	US	36.0	7.0	383HIXuM9TBUq1aVVFVyoc
May Our Chambers Be Full	Emma Ruth Rundle	2020.0	Atmospheric Sludge Metal, Post-Metal, Doom Metal, Post-Rock	Album	https://i.scdn.co/image/ab67616d0000b2739104ed235fc73cf014c66771	https://open.spotify.com/album/383HIXuM9TBUq1aVVFVyoc	6f785c27-c4c0-4d9c-a1b2-28c48569cc6d	US	36.15	7.0	383HIXuM9TBUq1aVVFVyoc
May You Be Held	Sumac		Atmospheric Sludge Metal, Drone Metal, Free Improvisation	Album	https://lastfm.freetls.fastly.net/i/u/300x300/7600eba13e79a58e670c7ddc0d62fa7b.jpg		b550ac53-f661-4f41-adfa-4a2bf5a05e00	JP	119.0	11.0	
Maybe One Day	Not By Choice	2002.0	Pop Punk	album	https://i.scdn.co/image/ab67616d0000b273f96a84343200e880481931d1	https://open.spotify.com/album/4xEd2Usu5U6LP5scoFCFQV	6ca3449a-1666-4083-b811-29360d75b294	CA	40.0	11.0	4xEd2Usu5U6LP5scoFCFQV
